,timestamp,trans_error,trans_error_gt
0,1.5205006469107174e+18,1.2825747043650213,0.9751486521390323
1,1.5205006469440504e+18,1.2771787419398009,0.9853068327693565
2,1.5205006469940506e+18,1.2815386989676432,1.0066188222678354
3,1.5205006470440504e+18,1.2881881768781627,1.0293040650471827
4,1.5205006470940506e+18,1.2930664365703395,1.0519255801889915
5,1.5205006471440504e+18,1.29807619248818,1.0749464751672146
6,1.5205006471940506e+18,1.3025969972951041,1.098267803577733
7,1.5205006472440504e+18,1.3070570553071903,1.1222493828394569
8,1.5205006472940506e+18,1.3115339367415773,1.1459013401708817
9,1.5205006473440504e+18,1.3151236570815308,1.1686789817346497
10,1.5205006473940506e+18,1.3144606047357188,1.1891914465422475
11,1.5205006474440504e+18,1.3180483561336283,1.2106485304189347
12,1.5205006474940506e+18,1.3208213801170026,1.2297833938360438
13,1.5205006475440504e+18,1.3236047305320695,1.2474442524674083
14,1.5205006475940506e+18,1.3260811086213522,1.2632648209665214
15,1.5205006476440504e+18,1.3316730726365633,1.278352502844592
16,1.5205006476940506e+18,1.3337065326274047,1.290232557392026
17,1.5205006477440504e+18,1.3350136358394846,1.2995108896648788
18,1.5205006477940506e+18,1.3356413907755107,1.3061116727099595
19,1.5205006478440504e+18,1.3354014920731236,1.3098366615599575
20,1.5205006478940506e+18,1.3363146802737507,1.310903726717052
21,1.5205006479440504e+18,1.334463035532154,1.3081880488937836
22,1.5205006479940506e+18,1.3312526190258822,1.3021839306281802
23,1.5205006480440504e+18,1.3273271633270944,1.2927852245851226
24,1.5205006480940506e+18,1.323216125329592,1.281103572818286
25,1.5205006481440504e+18,1.3183809699930658,1.2669491534414812
26,1.5205006481940506e+18,1.3133658228654423,1.2510743935326551
27,1.5205006482440504e+18,1.306060225406641,1.2328383030834738
28,1.5205006482940506e+18,1.3023152793021342,1.2138610236861187
29,1.5205006483440504e+18,1.2946325058628716,1.192424554051258
30,1.5205006483940506e+18,1.2905131981806601,1.1714343532298466
31,1.5205006484440504e+18,1.2853982892512104,1.1505921762062759
32,1.5205006484940506e+18,1.27863114484301,1.1288353071806778
33,1.5205006485440504e+18,1.2727872375372493,1.1073350473249468
34,1.5205006485940506e+18,1.2667350812937856,1.0853111231815282
35,1.5205006486440504e+18,1.2605831387966362,1.0624511695672267
36,1.5205006486940506e+18,1.2571209078829144,1.0408208260376617
37,1.5205006487440504e+18,1.2512322731878627,1.0174996448690967
38,1.5205006487940506e+18,1.2496897820725523,0.9963462167201573
39,1.5205006488440504e+18,1.2452274107835037,0.9748054009838586
40,1.5205006488940506e+18,1.2411902815564884,0.9535966810880034
41,1.5205006489440504e+18,1.2368440530381863,0.9315225834231065
