,timestamp,trans_error,trans_error_gt
0,1.5205318325020426e+18,0.05080574767251007,0.052699204919397884
1,1.5205318325520435e+18,0.05010676104978316,0.05165518041318251
2,1.5205318326020434e+18,0.04984118223610259,0.05159563890545292
3,1.5205318326520435e+18,0.05052516144466767,0.053093978723382895
4,1.5205318327020426e+18,0.05142586110863962,0.05385164872753244
5,1.5205318327520425e+18,0.051254905184987286,0.05309822147731457
6,1.5205318328020434e+18,0.0534652995922059,0.05505142062635221
7,1.5205318328520435e+18,0.051082107078029584,0.05275924994920052
8,1.5205318329020434e+18,0.051252348487813265,0.052676860919698774
9,1.5205318329520425e+18,0.051643531743692364,0.053010403722623854
10,1.5205318330020426e+18,0.05091133211495768,0.05257463048024762
11,1.5205318330520435e+18,0.04778148384490075,0.04949879235857517
12,1.5205318331020434e+18,0.04729278402629084,0.04877667161417837
13,1.5205318331520435e+18,0.04775322799685784,0.049450267081858165
14,1.5205318332020426e+18,0.04820736953267456,0.049707094152764815
15,1.5205318332520425e+18,0.050501337988825695,0.052014184149426976
16,1.5205318333020434e+18,0.05202463766553354,0.05379297334922529
17,1.5205318333520435e+18,0.05095989615487622,0.05296302225816259
18,1.5205318334020434e+18,0.051027716644034944,0.052960833269930646
19,1.5205318334520425e+18,0.05145742698895273,0.053916948406347254
20,1.5205318335020426e+18,0.050353879696403425,0.05257960676316793
21,1.5205318335520435e+18,0.05015525589074846,0.051902056592994135
22,1.5205318336020434e+18,0.04981780877832318,0.05143002822673606
23,1.5205318336520435e+18,0.05072203044141567,0.05220206880983109
24,1.5205318337020426e+18,0.05151085150299726,0.05301063245637605
25,1.5205318337520425e+18,0.05041920008548532,0.05188809527189881
26,1.5205318338020434e+18,0.05056217925309802,0.05219513731469642
27,1.5205318338520435e+18,0.05012270162636565,0.05190518746841264
28,1.5205318339020434e+18,0.04909309270735985,0.05120716543479291
29,1.5205318339520425e+18,0.04964844047204259,0.051873036752991625
30,1.5205318340020426e+18,0.05021889208191535,0.052743249216925844
31,1.5205318340520435e+18,0.05055216787853632,0.05266427841674408
32,1.5205318341020434e+18,0.050231081734668316,0.052009286769710866
33,1.5205318341520435e+18,0.05051065791035892,0.05172881013522343
34,1.5205318342020426e+18,0.049962427459565896,0.051819010777926444
35,1.5205318342520425e+18,0.048856332244654854,0.0509758737667455
36,1.5205318343020434e+18,0.048959372330977136,0.050816991064500154
37,1.5205318343520435e+18,0.050399245810026326,0.052135777304372743
38,1.5205318344020434e+18,0.04931972562476102,0.050634907745979514
39,1.5205318344520425e+18,0.05007430156480719,0.051034333487686545
40,1.5205318345020426e+18,0.04911728390198918,0.050257941920686305
41,1.5205318345520435e+18,0.04899782989703927,0.049899508748854085
42,1.5205318346020434e+18,0.049773542650890464,0.051374190352334786
43,1.5205318346520435e+18,0.05007613808192818,0.05197432437775172
44,1.5205318347020426e+18,0.04908221020601896,0.05080280180823437
45,1.5205318347520425e+18,0.04990141697408874,0.05190052217068604
46,1.5205318348020434e+18,0.05012317015284084,0.052227375840493945
47,1.5205318348520435e+18,0.04973448259057664,0.05085063813512077
48,1.5205318349020434e+18,0.049412565046488596,0.05026889361119992
49,1.5205318349520425e+18,0.04994895362790334,0.05034734312493032
50,1.5205318350020426e+18,0.050344628663367905,0.05039944379786713
51,1.5205318350520435e+18,0.05005671647735882,0.05010034910932837
52,1.5205318351020434e+18,0.05028537694129773,0.04988714016338302
53,1.5205318351520435e+18,0.05100659631117119,0.050170090697833986
54,1.5205318352020426e+18,0.051490589919958064,0.05018375060858117
55,1.5205318352520425e+18,0.05125316813347137,0.050270830280292375
